Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/axis_raw_unpack_0/U0/pixel_d[9:0],u_ila_1_axi_vdma_0_M_AXI_S2MM_AWBURST[0:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_1[1:1],i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_BRESP[1:0],i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_WDATA[31:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWCACHE_1[0:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWCACHE[0:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_2[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_3[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_4[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_5[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_6[1:1],i_system_wrapper/system_i/axis_raw_unpack_0_M_AXIS_TDATA[9:0],u_ila_1_axi_vdma_0_s2mm_frame_ptr_out[5:0],u_ila_1_axi_vdma_0_axi_vdma_tstvec_1[3:2],u_ila_1_axi_vdma_0_axi_vdma_tstvec_2[5:5],u_ila_1_axi_vdma_0_axi_vdma_tstvec_3[7:7],u_ila_0_axi_vdma_0_axi_vdma_tstvec_1[15:12],u_ila_1_axi_vdma_0_axi_vdma_tstvec_4[17:17],u_ila_1_axi_vdma_0_axi_vdma_tstvec_5[19:19],u_ila_1_axi_vdma_0_axi_vdma_tstvec_6[29:29],u_ila_1_axi_vdma_0_axi_vdma_tstvec_7[32:31],u_ila_0_axi_vdma_0_axi_vdma_tstvec[15:12],u_ila_1_axi_vdma_0_axi_vdma_tstvec[53:53],i_system_wrapper/system_i/axis_raw_demosaic_0_M_AXIS_TDATA[23:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_7[1:1],u_ila_1_axi_vdma_0_M_AXI_S2MM_AWSIZE[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_8[1:1],i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TDATA[31:0],i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_WSTRB[3:0],i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_AWADDR[31:0],u_ila_1_axi_vdma_0_M_AXI_S2MM_AWLEN[4:0],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_9[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST_10[1:1],u_ila_0_axi_vdma_0_M_AXI_S2MM_AWBURST[1:1],i_system_wrapper/system_i/axis_raw_unpack_0/U0/pixel_c[9:0],cam1_data_lp_n_IBUF[3:0],cam1_data_lp_p_IBUF[3:0],i_system_wrapper/system_i/axis_raw_unpack_0/U0/pixel_b[9:0],u_ila_1_axi_vdma_0_M_AXI_S2MM_AWREADY,i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_AWVALID,i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_BREADY,i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_BVALID,u_ila_1_axi_vdma_0_M_AXI_S2MM_WLAST,i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_WREADY,i_system_wrapper/system_i/axi_vdma_0_M_AXI_S2MM_WVALID,u_ila_1_axi_vdma_0_s2mm_buffer_almost_full,u_ila_1_axi_vdma_0_s2mm_buffer_full,u_ila_1_axi_vdma_0_s2mm_fsync_out,i_system_wrapper/system_i/axi_vdma_0_s2mm_introut,u_ila_1_axi_vdma_0_s2mm_prmry_reset_out_n,u_ila_1_axi_vdma_0_s2mm_prmtr_update,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TLAST,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TREADY,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TUSER,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TVALID,i_system_wrapper/system_i/axis_raw_demosaic_0_M_AXIS_TLAST,i_system_wrapper/system_i/axis_raw_demosaic_0_M_AXIS_TREADY,i_system_wrapper/system_i/axis_raw_demosaic_0_M_AXIS_TUSER,i_system_wrapper/system_i/axis_raw_demosaic_0_M_AXIS_TVALID,i_system_wrapper/system_i/axis_raw_unpack_0_M_AXIS_TLAST,i_system_wrapper/system_i/axis_raw_unpack_0_M_AXIS_TREADY,i_system_wrapper/system_i/axis_raw_unpack_0_M_AXIS_TUSER,i_system_wrapper/system_i/axis_raw_unpack_0_M_AXIS_TVALID,i_system_wrapper/system_i/csi2_d_phy_rx_0/U0/bits_gen[0].line_if_inst/data_s,i_system_wrapper/system_i/csi2_d_phy_rx_0/U0/bits_gen[2].line_if_inst/data_s,i_system_wrapper/system_i/csi2_d_phy_rx_0/U0/bits_gen[3].line_if_inst/data_s,i_system_wrapper/system_i/csi2_d_phy_rx_0/U0/bits_gen[1].line_if_inst/data_s,u_ila_1_sys_cpu_resetn,i_system_wrapper/system_i/axis_raw_unpack_0/U0/transfer_valid_reg_n_0
5648,5648,0,101,0,0,0,00000000,1,1,0,0,0,0,0,259,01,0,0,0,0,1,0,0,2,0,0,b95974,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5649,5649,0,101,0,0,0,00000000,1,1,0,0,0,0,0,157,01,2,0,0,0,1,0,0,2,0,0,b95974,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5650,5650,0,101,0,0,0,00000000,1,1,0,0,0,0,0,157,01,0,0,0,0,1,0,1,2,0,0,b95974,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5651,5651,0,101,0,0,0,00000000,1,1,0,0,0,0,0,157,01,0,0,0,0,1,0,0,2,0,0,b95977,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5652,5652,0,101,0,0,0,00000000,1,1,0,0,0,0,0,267,01,2,0,0,0,1,0,0,2,0,0,b95977,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5653,5653,0,101,0,0,0,00000000,1,1,0,0,0,0,0,267,01,0,0,0,0,1,0,1,2,0,0,b95977,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5654,5654,0,101,0,0,0,00000000,1,1,0,0,0,0,0,267,01,0,0,0,0,1,0,0,2,0,0,975a77,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5655,5655,0,101,0,0,0,00000000,1,1,0,0,0,0,0,267,01,2,0,0,0,1,0,0,2,0,0,975a77,0,0,0,247d4025,0,00000000,00,0,0,0,097,f,f,103,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
5656,5656,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,141,01,0,0,0,0,1,0,1,2,0,0,975a77,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5657,5657,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,141,01,0,0,0,0,1,0,0,2,0,0,975a79,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5658,5658,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,259,01,2,0,0,0,1,0,0,2,0,0,975a79,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5659,5659,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,259,01,0,0,0,0,1,0,1,2,0,0,975a79,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5660,5660,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,259,01,0,0,0,0,1,0,0,2,0,0,965579,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5661,5661,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,151,01,2,0,0,0,1,0,0,2,0,0,965579,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5662,5662,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,151,01,0,0,0,0,1,0,1,2,0,0,965579,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5663,5663,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,151,01,0,0,0,0,1,0,0,2,0,0,965577,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5664,5664,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,257,01,2,0,0,0,1,0,0,2,0,0,965577,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5665,5665,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,257,01,0,0,0,0,1,0,1,2,0,0,965577,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5666,5666,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,257,01,0,0,0,0,1,0,0,2,0,0,b85877,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5667,5667,0,10b,0,0,0,00000000,1,1,0,0,0,0,0,257,01,2,0,0,0,1,0,0,2,0,0,b85877,0,0,0,d3422543,0,00000000,00,0,0,0,095,f,f,10c,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5668,5668,0,0f4,0,0,0,00000000,1,1,0,0,0,0,0,147,01,0,0,0,0,1,0,1,2,0,0,b85877,0,0,0,66284528,0,00000000,00,0,0,0,09e,f,f,102,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
5669,5669,0,198,0,0,0,00000000,1,1,0,0,0,0,0,147,01,0,0,0,0,1,0,0,2,0,0,b85876,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5670,5670,0,198,0,0,0,00000000,1,1,0,0,0,0,0,268,01,2,0,0,0,1,0,0,2,0,0,b85876,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5671,5671,0,198,0,0,0,00000000,1,1,0,0,0,0,0,268,01,0,0,0,0,1,0,1,2,0,0,b85876,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5672,5672,0,198,0,0,0,00000000,1,1,0,0,0,0,0,268,01,0,0,0,0,1,0,0,2,0,0,b95776,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5673,5673,0,198,0,0,0,00000000,1,1,0,0,0,0,0,149,01,2,0,0,0,1,0,0,2,0,0,b95776,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5674,5674,0,198,0,0,0,00000000,1,1,0,0,0,0,0,149,01,0,0,0,0,1,0,1,2,0,0,b95776,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5675,5675,0,198,0,0,0,00000000,1,1,0,0,0,0,0,149,01,0,0,0,0,1,0,0,2,0,0,b95779,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5676,5676,0,198,0,0,0,00000000,1,1,0,0,0,0,0,267,01,2,0,0,0,1,0,0,2,0,0,b95779,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5677,5677,0,198,0,0,0,00000000,1,1,0,0,0,0,0,267,01,0,0,0,0,1,0,1,2,0,0,b95779,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5678,5678,0,198,0,0,0,00000000,1,1,0,0,0,0,0,267,01,0,0,0,0,1,0,0,2,0,0,e55779,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5679,5679,0,198,0,0,0,00000000,1,1,0,0,0,0,0,267,01,2,0,0,0,1,0,0,2,0,0,e55779,0,0,0,1935231c,0,00000000,00,0,0,0,0a1,f,f,117,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
5680,5680,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,160,01,0,0,0,0,1,0,1,2,0,0,e55779,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5681,5681,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,160,01,0,0,0,0,1,0,0,2,0,0,e55779,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5682,5682,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,279,01,2,0,0,0,1,0,0,2,0,0,e55779,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5683,5683,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,279,01,0,0,0,0,1,0,1,2,0,0,e55779,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5684,5684,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,279,01,0,0,0,0,1,0,0,2,0,0,915b79,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5685,5685,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,161,01,2,0,0,0,1,0,0,2,0,0,915b79,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5686,5686,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,161,01,0,0,0,0,1,0,1,2,0,0,915b79,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5687,5687,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,161,01,0,0,0,0,1,0,0,2,0,0,915b7c,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5688,5688,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,408,01,2,0,0,0,1,0,0,2,0,0,915b7c,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5689,5689,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,408,01,0,0,0,0,1,0,1,2,0,0,915b7c,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5690,5690,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,408,01,0,0,0,0,1,0,0,2,0,0,755b7c,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5691,5691,0,0b3,0,0,0,00000000,1,1,0,0,0,0,0,408,01,2,0,0,0,1,0,0,2,0,0,755b7c,0,0,0,361cca2c,0,00000000,00,0,0,0,064,f,f,0d6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5692,5692,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,142,01,0,0,0,0,1,0,1,2,0,0,755b7c,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1
5693,5693,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,142,01,0,0,0,0,1,0,0,2,0,0,755b99,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5694,5694,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,214,01,2,0,0,0,1,0,0,2,0,0,755b99,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5695,5695,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,214,01,0,0,0,0,1,0,1,2,0,0,755b99,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5696,5696,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,214,01,0,0,0,0,1,0,0,2,0,0,915599,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5697,5697,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,100,01,2,0,0,0,1,0,0,2,0,0,915599,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5698,5698,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,100,01,0,0,0,0,1,0,1,2,0,0,915599,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5699,5699,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,100,01,0,0,0,0,1,0,0,2,0,0,91556b,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5700,5700,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,179,01,2,0,0,0,1,0,0,2,0,0,91556b,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5701,5701,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,179,01,0,0,0,0,1,0,1,2,0,0,91556b,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5702,5702,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,179,01,0,0,0,0,1,0,0,2,0,0,93466b,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5703,5703,0,14b,0,0,0,00000000,1,1,0,0,0,0,0,179,01,2,0,0,0,1,0,0,2,0,0,93466b,0,0,0,3ad25225,0,00000000,00,0,0,0,095,f,f,0d8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
5704,5704,0,216,0,0,0,00000000,1,1,0,0,0,0,0,114,01,0,0,0,0,1,0,1,2,0,0,93466b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5705,5705,0,216,0,0,0,00000000,1,1,0,0,0,0,0,114,01,0,0,0,0,1,0,0,2,0,0,934661,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
5706,5706,0,216,0,0,0,00000000,1,1,0,0,0,0,0,216,01,2,0,0,0,1,0,0,2,0,0,934661,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1
5707,5707,0,216,0,0,0,00000000,1,1,0,0,0,0,0,216,01,0,0,0,0,1,0,1,2,0,0,934661,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5708,5708,0,216,0,0,0,00000000,1,1,0,0,0,0,0,216,01,0,0,0,0,1,0,0,2,0,0,ef4b61,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5709,5709,0,216,0,0,0,00000000,1,1,0,0,0,0,0,149,01,2,0,0,0,1,0,0,2,0,0,ef4b61,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5710,5710,0,216,0,0,0,00000000,1,1,0,0,0,0,0,149,01,0,0,0,0,1,0,1,2,0,0,ef4b61,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5711,5711,0,216,0,0,0,00000000,1,1,0,0,0,0,0,149,01,0,0,0,0,1,0,0,2,0,0,ef4b6b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5712,5712,0,216,0,0,0,00000000,1,1,0,0,0,0,0,331,01,2,0,0,0,1,0,0,2,0,0,ef4b6b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
5713,5713,0,216,0,0,0,00000000,1,1,0,0,0,0,0,331,01,0,0,0,0,1,0,1,2,0,0,ef4b6b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5714,5714,0,216,0,0,0,00000000,1,1,0,0,0,0,0,331,01,0,0,0,0,1,0,0,2,0,0,90576b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
5715,5715,0,216,0,0,0,00000000,1,1,0,0,0,0,0,331,01,2,0,0,0,1,0,0,2,0,0,90576b,0,0,0,9e854d72,0,00000000,00,0,0,0,135,f,f,1cb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5716,5716,0,199,0,0,0,00000000,1,1,0,0,0,0,0,234,01,0,0,0,0,1,0,1,2,0,0,90576b,0,0,0,65407a48,0,00000000,00,0,0,0,064,f,f,0da,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
5717,5717,0,197,0,0,0,00000000,1,1,0,0,0,0,0,234,01,0,0,0,0,1,0,0,2,0,0,905788,0,0,0,2a4b33ef,0,00000000,00,0,0,0,102,f,f,1eb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
5718,5718,0,197,0,0,0,00000000,1,1,0,0,0,0,0,459,01,2,0,0,0,1,0,0,2,0,0,905788,0,0,0,2a4b33ef,0,00000000,00,0,0,0,102,f,f,1eb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
