Sample in Buffer,Sample in Window,TRIGGER,u_ila_1_transfer_cnt_1[1:1],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/transfer_cnt[2:2],u_ila_1_transfer_cnt[15:3],i_system_wrapper/system_i/csi_to_axis_0_m_axis_tdata[31:0],i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TDATA[31:0],i_system_wrapper/system_i/csi2_d_phy_rx_0_RX_MIPI_PPI_DL3_RXDATAHS[7:0],i_system_wrapper/system_i/csi2_d_phy_rx_0_RX_MIPI_PPI_DL2_RXDATAHS[7:0],i_system_wrapper/system_i/csi2_d_phy_rx_0_RX_MIPI_PPI_DL0_RXDATAHS[7:0],u_ila_1_axis_data_fifo_0_axis_data_count_1[11:0],u_ila_1_axis_data_fifo_0_axis_data_count_2[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_3[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_4[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_5[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_6[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_7[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_8[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_9[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_10[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_11[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_12[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_13[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_14[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_15[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_16[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_17[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_18[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_19[11:11],u_ila_1_axis_data_fifo_0_axis_data_count_20[11:11],u_ila_1_axis_data_fifo_0_axis_data_count[11:11],i_system_wrapper/system_i/csi2_d_phy_rx_0_RX_MIPI_PPI_DL1_RXDATAHS[7:0],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_size_1[0:0],u_ila_1_packet_size[1:1],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_size[15:2],i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TLAST,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TREADY,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TUSER,i_system_wrapper/system_i/axis_data_fifo_0_M_AXIS_TVALID,u_ila_1_axis_data_fifo_0_s_axis_tready,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_ENABLE_1,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_RXCLKACTIVEHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_STOPSTATE,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_ENABLE_2,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL0_RXACTIVEHS_1,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL0_RXSYNCHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL0_RXACTIVEHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_ENABLE_3,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL1_RXACTIVEHS_1,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL1_RXSYNCHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL1_RXACTIVEHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_ENABLE_4,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL2_RXACTIVEHS_1,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL2_RXSYNCHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL2_RXACTIVEHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_CL_ENABLE,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL3_RXACTIVEHS_1,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL3_RXSYNCHS,u_ila_1_csi2_d_phy_rx_0_RX_MIPI_PPI_DL3_RXACTIVEHS,i_system_wrapper/system_i/csi_to_axis_0_m_axis_tlast,i_system_wrapper/system_i/csi_to_axis_0_m_axis_tuser,i_system_wrapper/system_i/csi_to_axis_0_m_axis_tvalid,i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__1[0:0],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__2[1:1],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__3[2:2],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__4[3:3],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__5[4:4],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__6[5:5],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0__7[6:6],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/packet_id_reg_n_0_[7:7],i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/start_of_frame,i_system_wrapper/system_i/csi_to_axis_0/U0/parser_inst/start_of_line
1924,1924,0,0,0,0037,03040404,0405fa03,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1925,1925,0,0,1,0037,040404f6,04360404,64,3,240,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1926,1926,0,0,0,0038,04046004,54040404,64,5,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1927,1927,0,0,1,0038,049a0403,03040404,16,52,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1928,1928,0,0,0,0039,f9030504,040404f6,48,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1929,1929,0,0,1,0039,03040404,04046004,64,3,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1930,1930,0,0,0,003a,040304f0,049a0403,64,4,248,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1931,1931,0,0,1,003a,04053c04,f9030504,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1932,1932,0,0,0,003b,04340404,03040404,128,208,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1933,1933,0,0,1,003b,01040504,040304f0,78,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1934,1934,0,0,0,003c,03030405,04053c04,64,6,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1935,1935,0,0,1,003c,040404f8,04340404,48,3,32,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1936,1936,0,0,0,003d,0404b004,01040504,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1937,1937,0,0,1,003d,04d00303,03030405,112,8,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1938,1938,0,0,0,003e,e8030304,040404f8,76,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1939,1939,0,0,1,003e,04060405,0404b004,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1940,1940,0,0,0,003f,04030420,04d00303,64,4,159,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1941,1941,0,0,1,003f,03048c04,e8030304,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1942,1942,0,0,0,0040,04080404,04060405,224,97,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1943,1943,0,0,1,0040,c7030304,04030420,60,3,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1944,1944,0,0,0,0041,04040304,03048c04,64,5,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1945,1945,0,0,1,0041,0404049f,04080404,64,3,218,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1946,1946,0,0,0,0042,04041d04,c7030304,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1947,1947,0,0,1,0042,04610405,04040304,96,51,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1948,1948,0,0,0,0043,ce030403,0404049f,75,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1949,1949,0,0,1,0043,03050403,04041d04,64,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1950,1950,0,0,0,0044,040303da,04610405,80,4,66,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1951,1951,0,0,1,0044,04048f04,ce030403,64,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1952,1952,0,0,0,0045,04330405,03050403,96,150,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1953,1953,0,0,1,0045,b6040304,040303da,70,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1954,1954,0,0,0,0046,04040403,04048f04,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1955,1955,0,0,1,0046,04040442,04330405,64,4,76,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1956,1956,0,0,0,0047,0504fa03,b6040304,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1957,1957,0,0,1,0047,04960405,04040403,192,166,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1958,1958,0,0,0,0048,66040304,04040442,70,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1959,1959,0,0,1,0048,04040304,0504fa03,64,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1960,1960,0,0,0,0049,0404044c,04960405,64,4,112,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1961,1961,0,0,1,0049,04041d04,66040304,80,3,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1962,1962,0,0,0,004a,04a60403,04040304,192,70,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1963,1963,0,0,1,004a,6c040504,0404044c,67,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1964,1964,0,0,0,004b,04030404,04041d04,64,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1965,1965,0,0,1,004b,04040470,04a60403,48,3,211,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1966,1966,0,0,0,004c,0403ea03,6c040504,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1967,1967,0,0,1,004c,05460404,04030404,64,237,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1968,1968,0,0,0,004d,3c040503,04040470,72,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1969,1969,0,0,1,004d,04030404,0403ea03,64,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1970,1970,0,0,0,004e,040304d3,05460404,64,4,76,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1971,1971,0,0,1,004e,03042e04,3c040503,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1972,1972,0,0,0,004f,04ed0305,04030404,96,21,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1973,1973,0,0,1,004f,84040404,040304d3,49,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1974,1974,0,0,0,0050,04040303,03042e04,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1975,1975,0,0,1,0050,0404044c,04ed0305,64,4,208,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1976,1976,0,0,0,0051,0404fd04,84040404,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1977,1977,0,0,1,0051,04150404,04040303,144,65,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1978,1978,0,0,0,0052,16040404,0404044c,75,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1979,1979,0,0,1,0052,03040404,0404fd04,64,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1980,1980,0,0,0,0053,040404d0,04150404,64,4,123,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1981,1981,0,0,1,0053,04045704,16040404,48,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1982,1982,0,0,0,0054,04410404,03040404,176,100,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1983,1983,0,0,1,0054,b9040404,040404d0,49,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1984,1984,0,0,0,0055,04030404,04045704,48,4,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1985,1985,0,0,1,0055,0404047b,04410404,64,3,249,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1986,1986,0,0,0,0056,0404ef03,b9040404,64,3,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1987,1987,0,0,1,0056,03640404,04030404,96,27,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1988,1988,0,0,0,0057,1b040704,0404047b,65,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1989,1989,0,0,1,0057,03040403,0404ef03,64,4,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1990,1990,0,0,0,0058,030304f9,03640404,48,4,52,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1991,1991,0,0,1,0058,04033a04,1b040704,80,4,5,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1992,1992,0,0,0,0059,041b0404,03040403,0,255,3,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1993,1993,0,0,1,0059,16040604,030304f9,66,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1994,1994,0,0,0,005a,04040405,04033a04,64,4,4,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
1995,1995,0,0,1,005a,04040534,041b0404,64,3,187,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0124,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
